Year;Day;Date;Number_1;Number_2;Number_3;Number_4;Number_5;Number_6;Bonus_Ball;Jackpot;Outcome
2023;Saturday;11 February 2023;7;16;25;26;34;43;2;R2,975,359;Won
2023;Wednesday;8 February 2023;19;24;29;35;38;49;13;R1,971,631.74;Roll
2023;Saturday;4 February 2023;1;3;13;24;29;52;28;R1,076,013.23;Roll
2023;Wednesday;1 February 2023;7;13;14;37;43;45;20;R917,263.80;Won
2023;Saturday;28 January 2023;7;17;24;32;33;34;8;R1,968,602.20;Won
2023;Wednesday;25 January 2023;6;14;21;31;36;50;46;R938,547.89;Roll
2023;Saturday;21 January 2023;5;9;20;35;40;45;16;R25,564,050.40;Won
2023;Wednesday;18 January 2023;8;16;27;38;39;50;33;R24,594,220.67;Roll
2023;Saturday;14 January 2023;1;8;10;33;42;44;23;R23,721,601.50;Roll
2023;Wednesday;11 January 2023;9;30;38;41;45;52;7;R22,650,571.54;Roll
2023;Saturday;7 January 2023;6;8;12;13;26;41;46;R21,698,328.49;Roll
2023;Wednesday;4 January 2023;1;21;22;32;38;41;26;R20,639,403.73;Roll
2022;Saturday;31 December 2022;10;18;23;27;38;50;25;R19,639,169.84;Roll
2022;Wednesday;28 December 2022;7;22;36;48;49;50;41;R18,402,023.30;Roll
2022;Saturday;24 December 2022;26;33;39;40;48;52;7;R17,443,895.27;Roll
2022;Wednesday;21 December 2022;23;28;33;44;46;48;49;R16,230,885.59;Roll
2022;Saturday;17 December 2022;8;16;18;19;24;34;42;R15,161,622.52;Roll
2022;Wednesday;14 December 2022;12;32;35;46;47;52;50;R14,185,331.38;Roll
2022;Saturday;10 December 2022;2;11;16;24;45;46;49;R13,262,243.63;Roll
2022;Wednesday;7 December 2022;4;6;7;16;26;51;52;R12,222,433.32;Roll
2022;Saturday;3 December 2022;3;7;14;15;32;49;23;R11,328,715.52;Roll
2022;Wednesday;30 November 2022;6;22;38;39;42;48;31;R10,229,313.99;Roll
2022;Saturday;26 November 2022;3;16;22;29;41;46;44;R9,173,434.74;Roll
2022;Wednesday;23 November 2022;2;3;6;36;47;49;10;R7,984,075.66;Roll
2022;Saturday;19 November 2022;10;16;18;25;33;51;49;R7,008,790.86;Roll
2022;Wednesday;16 November 2022;6;11;21;26;34;44;8;R5,752,235.72;Roll
2022;Saturday;12 November 2022;19;20;27;44;45;52;15;R4,738,252.97;Roll
2022;Wednesday;9 November 2022;5;14;18;37;42;43;35;R3,485,983.54;Roll
2022;Saturday;5 November 2022;2;11;18;39;51;52;15;R2,397,822.65;Roll
2022;Wednesday;2 November 2022;1;6;10;14;16;45;13;R1,086,448.29;Roll
2022;Saturday;29 October 2022;4;11;19;23;32;44;25;R3,219,596.30;Won
2022;Wednesday;26 October 2022;10;14;20;21;33;45;3;R2,072,370.85;Roll
2022;Saturday;22 October 2022;13;18;27;28;29;50;24;R1,090,115.89;Roll
2022;Wednesday;19 October 2022;32;35;40;45;46;49;6;R28,219,392.25;Won
2022;Saturday;15 October 2022;17;19;26;28;31;42;21;R27,172,674.71;Roll
2022;Wednesday;12 October 2022;17;23;33;42;44;45;36;R26,003,847.16;Roll
2022;Saturday;8 October 2022;8;20;24;35;44;52;33;R25,000,000;Roll
2022;Wednesday;5 October 2022;4;9;15;16;39;51;17;R22,993,579.67;Roll
2022;Saturday;1 October 2022;1;8;18;34;42;48;37;R21,939,497.12;Roll
2022;Wednesday;28 September 2022;11;19;26;33;36;37;12;R20,722,502.50;Roll
2022;Saturday;24 September 2022;11;13;14;18;40;47;36;R19,775,644.92;Roll
2022;Wednesday;21 September 2022;3;12;14;19;35;45;6;R18,685,250.08;Roll
2022;Saturday;17 September 2022;4;12;17;18;19;25;8;R17,886,145.23;Roll
2022;Wednesday;14 September 2022;14;18;22;23;37;46;26;R17,015,798.44;Roll
2022;Saturday;10 September 2022;8;9;13;17;33;38;26;R16,155,831.71;Roll
2022;Wednesday;7 September 2022;23;24;28;31;42;49;43;R15,184,560.99;Roll
2022;Saturday;3 September 2022;2;4;5;7;13;49;25;R14,104,369.32;Roll
2022;Wednesday;31 August 2022;16;18;20;22;29;47;44;R12,744,376.07;Roll
2022;Saturday;27 August 2022;6;16;19;29;37;39;52;R11,426,544.32;Roll
2022;Wednesday;24 August 2022;6;8;13;14;17;50;2;R9,986,814.55;Roll
2022;Saturday;20 August 2022;4;37;40;41;45;49;44;R8,973,627.47;Roll
2022;Wednesday;17 August 2022;7;11;12;23;45;52;27;R7,689,517.63;Roll
2022;Saturday;13 August 2022;8;16;22;27;33;34;36;R6,697,062.82;Roll
2022;Wednesday;10 August 2022;17;20;26;40;47;49;5;R5,592,039.32;Roll
2022;Saturday;6 August 2022;4;8;14;16;24;47;7;R4,585,067.80;Roll
2022;Wednesday;3 August 2022;1;8;12;27;51;52;18;R3,454,137.90;Roll
2022;Saturday;30 July 2022;8;15;17;18;38;42;14;R2,290,342.04;Roll
2022;Wednesday;27 July 2022;15;24;25;28;34;42;5;R1,044,718.82;Roll
2022;Saturday;23 July 2022;23;27;32;34;35;50;12;R2,068,398.50;Won
2022;Wednesday;20 July 2022;6;12;28;37;43;49;22;R888,890.17;Roll
2022;Saturday;16 July 2022;5;14;21;35;40;46;4;R4,623,303.30;Won
2022;Wednesday;13 July 2022;15;20;26;34;46;50;37;R3,595,133.12;Roll
2022;Saturday;9 July 2022;3;11;21;30;39;45;24;R2,757,238.89;Roll
2022;Wednesday;6 July 2022;8;16;22;27;28;29;5;R1,769,480.54;Roll
2022;Saturday;2 July 2022;6;22;27;42;47;50;8;R992,893.41;Roll
2022;Wednesday;29 June 2022;5;14;25;35;44;47;20;R779,675;Won
2022;Saturday;25 June 2022;13;17;20;30;41;46;27;R6,206,488.80;Won
2022;Wednesday;22 June 2022;1;16;29;30;32;33;18;R5,216,434.19;Roll
2022;Saturday;18 June 2022;2;20;22;34;49;51;40;R4,480,583.52;Roll
2022;Wednesday;15 June 2022;2;5;8;15;25;37;26;R3,568,876.85;Roll
2022;Saturday;11 June 2022;1;3;14;23;26;44;36;R2,873,570.52;Roll
2022;Wednesday;8 June 2022;12;25;32;39;45;49;3;R1,944,224.79;Roll
2022;Saturday;4 June 2022;11;29;40;47;48;50;23;R1,088,314.54;Roll
2022;Wednesday;1 June 2022;1;7;10;19;28;46;24;R31,473,151;Won
2022;Saturday;28 May 2022;12;16;20;22;47;48;51;R30,594,717.69;Roll
2022;Wednesday;25 May 2022;8;23;32;39;47;50;44;R29,427,993.58;Roll
2022;Saturday;21 May 2022;3;19;22;23;33;43;24;R28,457,549;Roll
2022;Wednesday;18 May 2022;10;19;20;29;41;51;6;R27,556,126.33;Roll
2022;Saturday;14 May 2022;18;20;24;29;39;49;43;R26,689,634.63;Roll
2022;Wednesday;11 May 2022;10;17;22;29;35;47;46;R25,600,363.39;Roll
2022;Saturday;7 May 2022;10;15;16;25;29;34;35;R24,735,811.49;Roll
2022;Wednesday;4 May 2022;11;26;28;34;39;40;24;R23,721,111.25;Roll
2022;Saturday;30 April 2022;6;28;32;35;36;50;19;R22,847,644.75;Roll
2022;Wednesday;27 April 2022;8;10;25;30;31;32;18;R21,697,461.28;Roll
2022;Saturday;23 April 2022;6;10;16;27;28;48;21;R20,841,569.58;Roll
2022;Wednesday;20 April 2022;2;7;14;18;23;36;33;R19,825,798.08;Roll
2022;Saturday;16 April 2022;25;31;35;41;46;47;27;R19,100,035.95;Roll
2022;Wednesday;13 April 2022;17;20;26;31;45;48;12;R18,098,435.33;Roll
2022;Saturday;9 April 2022;25;27;39;44;45;48;36;R17,232,121.84;Roll
2022;Wednesday;6 April 2022;1;2;6;24;30;40;48;R16,048,574.87;Roll
2022;Saturday;2 April 2022;13;14;23;27;39;42;17;R15,141,030.69;Roll
2022;Wednesday;30 March 2022;6;14;26;29;30;51;46;R14,031,441.24;Roll
2022;Saturday;26 March 2022;19;25;34;42;44;52;45;R13,062,185.86;Roll
2022;Wednesday;23 March 2022;5;8;15;17;32;42;48;R11,891,215.78;Roll
2022;Saturday;19 March 2022;4;6;11;12;16;34;49;R11,147,221.65;Roll
2022;Wednesday;16 March 2022;9;14;18;19;26;27;51;R10,274,608.46;Roll
2022;Saturday;12 March 2022;3;20;25;34;47;48;46;R9,512,532.05;Roll
2022;Wednesday;9 March 2022;4;21;27;31;39;42;17;R8,548,153.33;Roll
2022;Saturday;5 March 2022;15;23;34;38;44;52;36;R7,715,386.19;Roll
2022;Wednesday;2 March 2022;2;22;25;32;39;48;31;R6,520,425.67;Roll
2022;Saturday;26 February 2022;6;12;19;28;39;52;13;R5,538,887.53;Roll
2022;Wednesday;23 February 2022;12;15;19;38;42;48;26;R4,438,893.07;Roll
2022;Saturday;19 February 2022;1;7;11;41;42;44;14;R3,663,091.65;Roll
2022;Wednesday;16 February 2022;4;19;36;40;44;50;20;R2,724,470.27;Roll
2022;Saturday;12 February 2022;12;27;32;43;45;49;35;R1,874,700.73;Roll
2022;Wednesday;9 February 2022;6;13;14;15;27;44;49;R836,023.95;Roll
2022;Saturday;5 February 2022;5;9;25;34;37;39;3;R17,584,261.90;Won
2022;Wednesday;2 February 2022;7;9;12;38;46;48;3;R16,441,866.08;Roll
2022;Saturday;29 January 2022;6;15;21;33;34;44;23;R15,537,026.23;Roll
2022;Wednesday;26 January 2022;4;24;26;42;45;48;39;R14,425,247.22;Roll
2022;Saturday;22 January 2022;3;6;34;36;37;52;25;R13,471,108.76;Roll
2022;Wednesday;19 January 2022;1;8;14;22;29;52;24;R12,462,211.36;Roll
2022;Saturday;15 January 2022;10;26;30;38;48;51;37;R11,675,254.77;Roll
2022;Wednesday;12 January 2022;4;6;11;22;46;51;10;R10,589,506.71;Roll
2022;Saturday;8 January 2022;5;12;20;27;30;47;3;R9,758,645.58;Roll
2022;Wednesday;5 January 2022;11;13;14;24;42;46;47;R8,808,002.47;Roll
2022;Saturday;1 January 2022;5;31;35;41;42;43;9;R7,847,638.49;Roll
2021;Wednesday;29 December 2021;6;9;12;30;38;42;48;R6,973,955.36;Roll
2021;Wednesday;22 December 2021;2;5;8;40;46;47;50;R5,711,552.33;Roll
2021;Saturday;18 December 2021;3;7;8;36;49;51;9;R4,784,618.77;Roll
2021;Wednesday;15 December 2021;7;10;12;18;30;41;15;R3,855,288.28;Roll
2021;Saturday;11 December 2021;1;19;31;34;43;49;28;R3,123,389.42;Roll
2021;Wednesday;8 December 2021;15;19;27;40;43;49;39;R2,162,471.59;Roll
2021;Saturday;4 December 2021;9;20;22;31;35;46;49;R1,279,606.87;Roll
2021;Wednesday;1 December 2021;1;29;36;40;42;45;31;R35,171,123.63;Won
2021;Saturday;27 November 2021;9;10;27;40;47;52;11;R33,901,460.93;Roll
2021;Wednesday;24 November 2021;14;18;20;32;39;49;28;R32,538,902.48;Roll
2021;Saturday;20 November 2021;5;9;15;20;28;33;18;R31,459,371.32;Roll
2021;Wednesday;17 November 2021;6;7;11;15;24;37;47;R30,417,780.21;Roll
2021;Saturday;13 November 2021;12;16;20;23;27;36;15;R29,532,127.68;Roll
2021;Wednesday;10 November 2021;11;12;13;23;49;51;5;R28,512,654.13;Roll
2021;Saturday;6 November 2021;5;17;23;25;34;37;2;R27,610,384.78;Roll
2021;Wednesday;3 November 2021;7;10;25;34;39;48;28;R26,592,918.60;Roll
2021;Saturday;30 October 2021;15;16;18;29;34;36;1;R25,675,657.54;Roll
2021;Wednesday;27 October 2021;12;31;38;40;44;51;24;R24,579,836.16;Roll
2021;Saturday;23 October 2021;18;21;23;31;47;52;45;R23,592,555.47;Roll
2021;Wednesday;20 October 2021;1;6;16;18;19;43;15;R22,531,614.06;Roll
2021;Saturday;16 October 2021;8;10;11;18;34;48;32;R21,801,148.18;Roll
2021;Wednesday;13 October 2021;6;22;23;27;32;40;28;R20,857,469.27;Roll
2021;Saturday;9 October 2021;3;7;30;40;41;42;39;R20,012,256.41;Roll
2021;Wednesday;6 October 2021;9;16;17;41;43;45;51;R18,949,465.30;Roll
2021;Saturday;2 October 2021;11;14;20;39;43;44;38;R17,975,490.92;Roll
2021;Wednesday;29 September 2021;3;7;10;33;42;47;20;R16,879,427.73;Roll
2021;Saturday;25 September 2021;3;11;16;37;48;49;4;R16,083,503.54;Roll
2021;Wednesday;22 September 2021;5;28;29;48;50;52;24;R14,987,260.81;Roll
2021;Saturday;18 September 2021;10;12;19;35;43;51;21;R14,000,000;Roll
2021;Wednesday;15 September 2021;7;9;13;32;33;52;31;R12,235,566.76;Roll
2021;Saturday;11 September 2021;5;10;11;14;18;36;30;R11,387,984.13;Roll
2021;Wednesday;8 September 2021;11;18;36;38;43;45;17;R10,489,862.69;Roll
2021;Saturday;4 September 2021;13;14;22;38;41;47;33;R9,595,748.72;Roll
2021;Wednesday;1 September 2021;3;4;8;10;11;41;16;R8,464,048.99;Roll
2021;Saturday;28 August 2021;2;8;13;19;28;40;22;R7,717,349.22;Roll
2021;Wednesday;25 August 2021;6;12;20;23;24;25;4;R6,777,766.54;Roll
2021;Saturday;21 August 2021;2;3;10;11;42;45;16;R6,092,056.52;Roll
2021;Wednesday;18 August 2021;11;19;38;39;40;51;15;R5,218,344.89;Roll
2021;Saturday;14 August 2021;10;14;19;34;36;44;9;R4,451,357.38;Roll
2021;Wednesday;11 August 2021;4;6;19;34;38;49;7;R3,528,257.71;Roll
2021;Saturday;7 August 2021;5;12;23;30;35;39;9;R2,828,264.18;Roll
2021;Wednesday;4 August 2021;6;12;15;19;39;48;25;R1,892,593.57;Roll
2021;Saturday;31 July 2021;10;16;27;28;45;47;33;R1,070,405.89;Roll
2021;Wednesday;28 July 2021;3;15;16;20;28;32;1;R6,499,023;Won
2021;Saturday;24 July 2021;2;9;17;36;46;47;19;R5,653,413.97;Roll
2021;Wednesday;21 July 2021;17;29;49;50;51;52;15;R4,521,700.99;Roll
2021;Saturday;17 July 2021;17;23;27;33;35;52;19;R3,665,201.12;Roll
2021;Wednesday;14 July 2021;4;13;15;19;31;38;32;R2,804,802.43;Roll
2021;Saturday;10 July 2021;1;10;24;44;45;47;11;R2,144,985.56;Roll
2021;Wednesday;7 July 2021;6;17;21;24;37;40;41;R981,722.34;Roll
2021;Saturday;3 July 2021;7;12;16;23;36;40;50;R3,224,667.70;Won
2021;Wednesday;30 June 2021;25;27;32;38;43;46;18;R2,081,764.47;Roll
2021;Saturday;26 June 2021;9;18;21;32;42;52;44;R1,109,060.10;Roll
2021;Wednesday;23 June 2021;8;18;28;30;37;51;6;R18,602,152.10;Won
2021;Saturday;19 June 2021;1;10;13;31;33;47;49;R17,810,009.45;Roll
2021;Wednesday;16 June 2021;1;7;8;25;35;44;30;R16,798,966.88;Roll
2021;Saturday;12 June 2021;8;36;38;43;47;48;30;R16,086,341.47;Roll
2021;Wednesday;9 June 2021;12;13;19;21;44;52;30;R15,014,690.08;Roll
2021;Saturday;5 June 2021;1;8;28;30;32;35;25;R14,175,117.08;Roll
2021;Wednesday;2 June 2021;7;15;20;33;38;45;16;R13,135,102.05;Roll
2021;Saturday;29 May 2021;11;20;23;28;34;43;45;R12,310,255.11;Roll
2021;Wednesday;26 May 2021;2;18;28;38;46;50;4;R11,197,687.05;Roll
2021;Saturday;22 May 2021;4;22;30;33;42;50;27;R10,273,749.98;Roll
2021;Wednesday;19 May 2021;8;10;27;28;37;40;7;R9,287,798.93;Roll
2021;Saturday;15 May 2021;4;27;28;29;35;42;36;R8,540,891.13;Roll
2021;Wednesday;12 May 2021;4;18;25;30;32;37;33;R7,464,274.97;Roll
2021;Saturday;8 May 2021;5;8;19;32;35;37;34;R6,640,506.57;Roll
2021;Wednesday;5 May 2021;4;8;10;14;19;30;27;R5,638,736.34;Roll
2021;Saturday;1 May 2021;24;26;28;31;36;40;14;R4,855,525.53;Roll
2021;Wednesday;28 April 2021;30;34;36;37;39;42;2;R3,706,276.84;Roll
2021;Saturday;24 April 2021;5;7;31;35;36;44;12;R2,790,647.52;Roll
2021;Wednesday;21 April 2021;10;18;27;30;34;36;44;R1,711,487.35;Roll
2021;Saturday;17 April 2021;5;7;9;17;32;41;36;R916,017.64;Roll
2021;Wednesday;14 April 2021;3;7;13;21;34;49;50;R803,434.20;Won
2021;Saturday;10 April 2021;7;18;27;31;45;51;37;R17,533,662.70;Won
2021;Wednesday;7 April 2021;3;15;29;31;38;45;40;R16,429,324.89;Roll
2021;Saturday;3 April 2021;18;29;31;41;45;46;20;R15,415,019.51;Roll
2021;Wednesday;31 March 2021;4;14;18;21;22;50;29;R14,301,730.65;Roll
2021;Saturday;27 March 2021;3;10;30;34;40;42;29;R13,340,433.22;Roll
2021;Wednesday;24 March 2021;3;22;31;40;42;48;35;R12,172,401.99;Roll
2021;Saturday;20 March 2021;10;21;36;40;44;46;25;R11,329,421.09;Roll
2021;Wednesday;17 March 2021;10;13;19;32;38;51;47;R10,252,973.21;Roll
2021;Saturday;13 March 2021;10;19;29;41;46;52;36;R9,343,984.78;Roll
2021;Wednesday;10 March 2021;10;24;36;37;38;47;2;R8,248,578.79;Roll
2021;Saturday;6 March 2021;2;15;22;30;34;45;16;R7,336,829.07;Roll
2021;Wednesday;3 March 2021;5;9;13;28;30;39;14;R6,154,145.33;Roll
2021;Saturday;27 February 2021;15;18;21;27;39;51;26;R5,115,324.79;Roll
2021;Wednesday;24 February 2021;15;21;36;42;49;52;24;R3,882,253.96;Roll
2021;Saturday;20 February 2021;3;12;20;22;31;33;37;R2,984,247.13;Roll
2021;Wednesday;17 February 2021;2;23;39;47;49;51;34;R1,977,262.37;Roll
2021;Saturday;13 February 2021;2;7;12;22;37;51;14;R1,013,889.98;Roll
2021;Wednesday;10 February 2021;6;17;27;29;30;37;41;R7,432,959.80;Won
2021;Saturday;6 February 2021;11;15;18;27;28;48;20;R6,514,340.59;Roll
2021;Wednesday;3 February 2021;14;20;22;32;38;44;27;R5,399,926.82;Roll
2021;Saturday;30 January 2021;6;12;15;23;27;30;24;R4,315,948.29;Roll
2021;Wednesday;27 January 2021;2;14;18;33;45;46;4;R3,137,721.85;Roll
2021;Saturday;23 January 2021;2;10;23;44;47;50;38;R2,104,693.56;Roll
2021;Wednesday;20 January 2021;7;15;16;27;39;45;24;R919,528.09;Roll
2021;Saturday;16 January 2021;7;20;21;31;39;52;51;R32,250,332.40;Won
2021;Wednesday;13 January 2021;2;6;15;34;37;51;12;R31,063,998.91;Roll
2021;Saturday;9 January 2021;5;10;25;35;38;44;11;R30,109,345.68;Roll
2021;Wednesday;6 January 2021;6;8;11;27;41;45;51;R28,962,704.59;Roll
2021;Saturday;2 January 2021;10;11;22;31;36;45;13;R27,954,027.80;Roll
2020;Wednesday;30 December 2020;5;10;28;30;32;36;2;R26,945,860.48;Roll
2020;Saturday;26 December 2020;14;18;19;24;31;50;8;R26,022,565.37;Roll
2020;Wednesday;23 December 2020;11;26;28;31;44;47;34;R25,238,345.57;Roll
2020;Saturday;19 December 2020;3;19;33;35;49;50;5;R24,222,283.89;Roll
2020;Wednesday;16 December 2020;3;4;15;24;28;34;20;R23,148,660.24;Roll
2020;Saturday;12 December 2020;20;27;38;41;42;49;1;R22,321,544.23;Roll
2020;Wednesday;9 December 2020;2;8;33;34;37;47;25;R21,235,493.41;Roll
2020;Saturday;5 December 2020;12;13;15;31;33;48;34;R20,319,318.18;Roll
2020;Wednesday;2 December 2020;11;22;25;27;35;43;24;R19,196,308.47;Roll
2020;Saturday;28 November 2020;15;21;24;39;45;46;43;R18,235,634.44;Roll
2020;Wednesday;25 November 2020;12;16;19;35;38;39;6;R16,945,091.73;Roll
2020;Saturday;21 November 2020;13;40;44;46;48;51;25;R15,989,022.08;Roll
2020;Wednesday;18 November 2020;19;22;24;30;38;43;21;R14,901,823.80;Roll
2020;Saturday;14 November 2020;2;3;27;36;42;45;30;R14,044,637.58;Roll
2020;Wednesday;11 November 2020;12;17;22;24;43;44;15;R12,893,054.24;Roll
2020;Saturday;7 November 2020;3;15;20;23;34;48;2;R12,039,091.08;Roll
2020;Wednesday;4 November 2020;1;12;16;21;42;49;14;R10,956,205.02;Roll
2020;Saturday;31 October 2020;20;24;26;27;38;51;5;R10,005,593.71;Roll
2020;Wednesday;28 October 2020;9;17;23;36;48;51;7;R8,798,957.28;Roll
2020;Saturday;24 October 2020;6;10;12;23;28;48;29;R7,900,831.21;Roll
2020;Wednesday;21 October 2020;9;13;14;26;28;49;6;R6,858,407.33;Roll
2020;Saturday;17 October 2020;1;24;26;38;41;46;29;R6,055,016.11;Roll
2020;Wednesday;14 October 2020;2;6;7;41;47;49;46;R4,913,355.03;Roll
2020;Saturday;10 October 2020;1;10;18;27;34;45;37;R4,023,142.52;Roll
2020;Wednesday;7 October 2020;2;8;15;32;49;51;22;R2,943,915.44;Roll
2020;Saturday;3 October 2020;1;14;15;22;33;46;30;R1,969,857.59;Roll
2020;Wednesday;30 September 2020;11;18;22;36;42;48;1;R874,039.53;Roll
2020;Saturday;26 September 2020;2;5;7;9;21;29;33;R1,674,474.10;Won
2020;Wednesday;23 September 2020;4;26;32;34;37;49;7;R810,837.74;Roll
2020;Saturday;19 September 2020;13;18;19;25;47;50;52;R11,706,648.60;Won
2020;Wednesday;16 September 2020;18;24;25;33;39;49;20;R10,671,816.99;Roll
2020;Saturday;12 September 2020;1;7;8;25;34;52;13;R9,830,882.55;Roll
2020;Wednesday;9 September 2020;5;19;20;30;40;49;50;R8,834,310.30;Roll
2020;Saturday;5 September 2020;7;10;27;30;42;48;35;R7,962,535.83;Roll
2020;Wednesday;2 September 2020;11;12;31;40;43;49;16;R6,825,148.54;Roll
2020;Saturday;29 August 2020;1;11;14;35;44;49;40;R5,905,499.17;Roll
2020;Wednesday;26 August 2020;4;7;8;23;39;46;38;R4,732,163.97;Roll
2020;Saturday;22 August 2020;15;20;26;34;45;52;32;R3,867,865.81;Roll
2020;Wednesday;19 August 2020;5;15;16;28;31;36;9;R2,800,133.10;Roll
2020;Saturday;15 August 2020;11;12;15;25;39;41;50;R1,993,608.92;Roll
2020;Wednesday;12 August 2020;15;19;20;22;35;36;12;R811,532.69;Roll
2020;Saturday;8 August 2020;2;8;10;17;48;49;52;R11,629,456.80;Won
2020;Wednesday;5 August 2020;1;23;35;36;39;44;16;R10,473,926.96;Roll
2020;Saturday;1 August 2020;10;20;22;23;37;43;35;R9,436,809.71;Roll
2020;Wednesday;29 July 2020;8;12;25;26;27;43;30;R8,217,404.92;Roll
2020;Saturday;25 July 2020;20;27;33;36;46;50;51;R7,175,796.58;Roll
2020;Wednesday;22 July 2020;6;29;33;35;47;52;26;R5,841,297.66;Roll
2020;Saturday;18 July 2020;5;18;28;37;45;49;25;R4,943,727.42;Roll
2020;Wednesday;15 July 2020;13;17;24;28;31;52;50;R3,862,624.14;Roll
2020;Saturday;11 July 2020;1;21;25;29;33;46;23;R2,990,040.75;Roll
2020;Wednesday;8 July 2020;19;21;33;40;42;45;9;R1,956,116.75;Roll
2020;Saturday;4 July 2020;8;22;23;35;38;48;25;R1,088,911.54;Roll
2020;Wednesday;1 July 2020;16;24;42;46;47;50;20;R15,100,403.50;Won
2020;Saturday;27 June 2020;16;27;28;34;35;37;26;R14,151,612.12;Roll
2020;Wednesday;24 June 2020;2;3;14;19;47;48;32;R13,030,980.78;Roll
2020;Saturday;20 June 2020;3;10;22;29;38;43;13;R12,276,603.29;Roll
2020;Wednesday;17 June 2020;3;5;11;18;20;24;45;R11,364,973.48;Roll
2020;Saturday;13 June 2020;9;11;36;37;43;50;49;R10,760,284.55;Roll
2020;Wednesday;10 June 2020;8;22;23;30;39;47;52;R9,849,461.01;Roll
2020;Saturday;6 June 2020;3;11;27;28;48;52;25;R9,111,354.52;Roll
2020;Wednesday;3 June 2020;9;23;33;36;43;52;38;R8,317,843.16;Roll
2020;Saturday;30 May 2020;8;11;20;22;45;52;15;R7,721,416.93;Roll
2020;Wednesday;27 May 2020;9;17;25;44;48;51;18;R7,265,890.54;Roll
2020;Saturday;23 May 2020;22;35;36;37;38;52;2;R6,864,850.14;Roll
2020;Wednesday;20 May 2020;21;26;30;35;43;45;17;R6,404,386.80;Roll
2020;Saturday;16 May 2020;3;6;17;21;30;35;50;R6,035,327.27;Roll
2020;Wednesday;13 May 2020;10;18;21;22;30;40;24;R5,589,757.59;Roll
2020;Saturday;9 May 2020;23;26;27;38;42;44;12;R5,178,257.64;Roll
2020;Wednesday;6 May 2020;6;7;14;30;40;50;31;R4,681,604.58;Roll
2020;Saturday;2 May 2020;15;24;27;34;45;51;17;R4,262,091.03;Roll
2020;Wednesday;29 April 2020;20;30;34;35;42;51;48;R3,735,088.84;Roll
2020;Saturday;25 April 2020;2;10;15;34;40;43;13;R3,252,296.60;Roll
2020;Wednesday;22 April 2020;4;10;14;28;34;43;23;R2,199,406.56;Roll
2020;Saturday;18 April 2020;9;18;19;21;26;29;33;R1,464,760.97;Roll
2020;Wednesday;15 April 2020;11;27;28;29;33;42;15;R702,264.54;Roll
2020;Saturday;11 April 2020;1;9;17;37;49;52;5;R6,304,858.80;Won
2020;Wednesday;8 April 2020;6;26;28;31;38;47;10;R5,502,795.19;Roll
2020;Saturday;4 April 2020;3;13;14;22;45;46;43;R4,702,821.80;Roll
2020;Wednesday;1 April 2020;1;4;8;24;32;42;2;R3,829,677.28;Roll
2020;Saturday;28 March 2020;24;25;26;34;39;43;21;R3,172,790.64;Roll
2020;Wednesday;25 March 2020;3;12;16;20;21;36;33;R2,473,152.88;Roll
2020;Saturday;21 March 2020;1;12;15;27;46;48;33;R1,763,328.52;Roll
2020;Wednesday;18 March 2020;12;15;17;20;42;48;3;R765,584.31;Roll
2020;Saturday;14 March 2020;2;5;13;24;35;44;43;R1,201,634.60;Won
2020;Wednesday;11 March 2020;7;15;30;34;43;49;44;R6,869,143.75;Won
2020;Saturday;7 March 2020;3;10;24;26;28;51;49;R5,884,326.24;Roll
2020;Wednesday;4 March 2020;5;13;28;29;43;46;25;R4,624,814.36;Roll
2020;Saturday;29 February 2020;16;19;20;21;25;37;35;R3,500,000;Roll
2020;Wednesday;26 February 2020;6;17;19;30;39;48;7;R1,777,698.17;Roll
2020;Saturday;22 February 2020;3;4;5;8;15;25;40;R848,963.93;Roll
2020;Wednesday;19 February 2020;21;25;34;43;50;51;20;R3,944,889.40;Won
2020;Saturday;15 February 2020;19;24;30;34;45;49;27;R3,031,350.92;Roll
2020;Wednesday;12 February 2020;1;5;24;29;34;44;4;R1,948,644.39;Roll
2020;Saturday;8 February 2020;20;26;35;43;44;46;34;R1,137,364.12;Roll
2020;Wednesday;5 February 2020;13;15;24;39;45;47;44;R5,670,397.10;Won
2020;Saturday;1 February 2020;1;7;18;23;24;47;5;R4,689,009.37;Roll
2020;Wednesday;29 January 2020;2;16;30;36;46;52;38;R3,603,332.85;Roll
2020;Saturday;25 January 2020;3;7;21;31;38;48;23;R2,658,338.88;Roll
2020;Wednesday;22 January 2020;5;12;18;20;28;40;14;R1,632,479.49;Roll
2020;Saturday;18 January 2020;9;11;14;23;37;39;12;R943,962.45;Roll
2020;Wednesday;15 January 2020;8;12;26;34;45;52;1;R4,176,101.90;Won
2020;Saturday;11 January 2020;4;7;21;30;36;44;34;R3,390,173.50;Roll
2020;Wednesday;8 January 2020;9;19;34;36;46;49;44;R2,477,848.07;Roll
2020;Saturday;4 January 2020;2;6;21;30;31;38;37;R1,670,045.26;Roll
2020;Wednesday;1 January 2020;4;11;13;27;30;34;8;R635,215.62;Roll
2019;Saturday;28 December 2019;11;14;20;21;30;35;29;R18,254,089.48;Won
2019;Saturday;21 December 2019;14;26;33;37;44;52;50;R16,927,626.68;Roll
2019;Wednesday;18 December 2019;1;2;13;26;41;51;31;R15,753,617.06;Roll
2019;Saturday;14 December 2019;5;10;12;36;43;44;49;R14,762,010.91;Roll
